address,area,brief_info,code,level,link,name,postcode,type
北京市大兴区礼贤镇东段村,大兴区,,24162120,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162120,北京市大兴区礼贤镇东段社区卫生服务站,,社区卫生站
北京市大兴区安定镇后安定村,大兴区,,24162125,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162125,北京市大兴区安定镇后安定社区卫生服务站,,社区卫生站
北京市大兴区榆垡镇留士庄村,大兴区,,24162122,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162122,北京市大兴区榆垡镇留士庄社区卫生服务站,,社区卫生站
北京市大兴区榆垡镇太子务大队,大兴区,,24162124,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162124,北京市大兴区榆垡镇太子务社区卫生服务站,,社区卫生站
北京市大兴区安定镇西白塔村,大兴区,,24162126,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162126,北京市大兴区安定镇西白塔社区卫生服务站,,社区卫生站
北京市大兴区安定镇西芦各庄村,大兴区,,24162127,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162127,北京市大兴区安定镇西芦各庄社区卫生服务站,,社区卫生站
北京市大兴区安定镇马各庄村,大兴区,,24162128,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162128,北京市大兴区安定镇马各庄社区卫生服务站,,社区卫生站
北京市大兴区安定镇通马房村,大兴区,,24162129,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162129,北京市大兴区安定镇通马房社区卫生服务站,,社区卫生站
北京市大兴区北臧村镇桑马房村,大兴区,,24162131,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162131,北京市大兴区北臧村镇桑马房社区卫生服务站,,社区卫生站
北京市大兴区榆垡镇履磕村,大兴区,,24162130,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162130,北京市大兴区榆垡镇履磕社区卫生服务站,,社区卫生站
北京市大兴区北臧村镇赵场村,大兴区,,24162132,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162132,北京市大兴区北臧村镇赵场社区卫生服务站,,社区卫生站
北京市大兴区青云店镇南大红门村,大兴区,,24162133,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162133,北京市大兴区青云店镇南大红门社区卫生服务站,,社区卫生站
北京市大兴区采育镇大皮营，利市营村,大兴区,,24162107,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162107,北京市大兴区采育镇利市营社区卫生服务站,,社区卫生站
北京市大兴区采育镇岳街村,大兴区,,24162102,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162102,北京市大兴区采育镇岳街社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇赵村,大兴区,,24162101,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162101,北京市大兴区庞各庄镇赵村社区卫生服务站,,社区卫生站
北京市大兴区采育镇半壁店村,大兴区,,24162103,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162103,北京市大兴区采育镇半壁店社区卫生服务站,,社区卫生站
北京市大兴区采育镇沙窝店村,大兴区,,24162104,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162104,北京市大兴区采育镇沙窝店社区卫生服务站,,社区卫生站
北京市大兴区采育镇康营村,大兴区,,24162106,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162106,北京市大兴区采育镇康营社区卫生服务站,,社区卫生站
北京市大兴区采育镇后甫村,大兴区,,24162105,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162105,北京市大兴区采育镇后甫社区卫生服务站,,社区卫生站
北京市大兴区采育镇大皮营，大同营村,大兴区,,24162108,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162108,北京市大兴区采育镇大同营社区卫生服务站,,社区卫生站
北京市大兴区采育镇北辛店村,大兴区,,24162109,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162109,北京市大兴区采育镇北辛店社区卫生服务站,,社区卫生站
北京市大兴区礼贤镇黎明村,大兴区,,24162111,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162111,北京市大兴区礼贤镇黎明社区卫生服务站,,社区卫生站
北京市大兴区礼贤镇东黄垡村,大兴区,,24162112,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162112,北京市大兴区礼贤镇东黄垡社区卫生服务站,,社区卫生站
北京市大兴区礼贤镇刘各庄村,大兴区,,24162115,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162115,北京市大兴区礼贤镇刘各庄社区卫生服务站,,社区卫生站
北京市大兴区礼贤镇佃子村,大兴区,,24162113,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162113,北京市大兴区礼贤镇佃子社区卫生服务站,,社区卫生站
北京市大兴区榆垡镇西胡林村,大兴区,,24162117,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162117,北京市大兴区榆垡镇榆垡社区卫生服务站,,社区卫生站
北京市大兴区礼贤镇贺北村,大兴区,,24162114,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162114,北京市大兴区礼贤镇贺北社区卫生服务站,,社区卫生站
北京市大兴区黄村镇三间房村,大兴区,,24162091,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162091,北京市大兴区黄村镇三间房社区卫生服务站,,社区卫生站
北京市大兴区北臧村镇皮各庄村,大兴区,,24162087,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162087,北京市大兴区北臧村镇皮各庄社区卫生服务站,,社区卫生站
北京市大兴区北臧村镇大臧村,大兴区,,24162086,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162086,北京市大兴区北臧村镇大臧村社区卫生服务站,,社区卫生站
北京市大兴区北臧村镇新立村,大兴区,,24162088,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162088,北京市大兴区北臧村镇新立村社区卫生服务站,,社区卫生站
北京市大兴区黄村镇王立庄村,大兴区,,24162092,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162092,北京市大兴区黄村镇王立庄社区卫生服务站,,社区卫生站
北京市大兴区黄村镇狼各庄,大兴区,,24162089,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162089,北京市大兴区黄村镇狼各庄社区卫生服务站,,社区卫生站
北京市大兴区黄村镇刘村,大兴区,,24162090,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162090,北京市大兴区黄村镇刘村社区卫生服务站,,社区卫生站
北京市大兴区黄村镇枣园尚城北区2号楼,大兴区,,24162093,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162093,北京市大兴区黄村镇枣园尚城社区卫生服务站,,社区卫生站
北京市大兴区黄村镇艺苑桐城小区东门北侧,大兴区,,24162094,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162094,北京市大兴区艺苑桐城社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇薛营,大兴区,,24162100,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162100,北京市大兴区庞各庄镇薛营社区卫生服务站,,社区卫生站
北京市大兴区瀛海镇南海家园六里18号楼,大兴区,,24162095,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162095,北京市大兴区瀛海镇南海家园第二社区卫生服务站,,社区卫生站
北京市大兴区瀛海镇南海家园五里4号楼,大兴区,,24162096,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162096,北京市大兴区瀛海镇南海家园第一社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇北章客村,大兴区,,24162097,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162097,北京市大兴区庞各庄镇北章客社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇西黑垡村,大兴区,,24162099,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162099,北京市大兴区庞各庄镇西黑垡社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇西高村,大兴区,,24162098,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162098,北京市大兴区庞各庄镇西高社区卫生服务站,,社区卫生站
北京市大兴区西红门镇金华园小区,大兴区,,24162034,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162034,北京市大兴区西红门镇金华园社区卫生服务站,,社区卫生站
北京市大兴区亦庄镇贵园小区,大兴区,,24162033,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162033,北京市大兴区亦庄贵园社区卫生服务站,,社区卫生站
北京市大兴区兴丰北大街2段60号,大兴区,,24162036,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162036,北京市大兴区城镇兴城嘉园社区卫生服务站,,社区卫生站
北京市大兴区黄村镇兴康路187号,大兴区,,24162035,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162035,北京市大兴区黄村镇康盛园社区卫生服务站,,社区卫生站
北京市大兴区西红门镇月桂庄园内,大兴区,,24162041,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162041,西红门月桂庄园社区卫生服务站,,社区卫生站
北京市大兴区双高路双高花园小区3号商办楼,大兴区,,24162037,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162037,大兴区城镇双高社区卫生服务站,,社区卫生站
北京市大兴区西红门宏福园小区,大兴区,,24162040,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162040,北京市大兴区西红门宏福园社区卫生服务站,,社区卫生站
北京市大兴区保利茉莉公馆社区24号楼,大兴区,,24162043,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162043,北京市大兴区城镇保利茉莉社区卫生服务站,,社区卫生站
北京市大兴区黄村镇海子角绿色庄园小区内,大兴区,,24162044,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162044,北京市大兴区黄村镇海子角东里社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇宣颐家园,大兴区,,24162045,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162045,北京市大兴区旧宫镇宣颐社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇云龙家园15号会所1楼,大兴区,,24162046,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162046,北京市大兴区旧宫镇云龙家园社区卫生服务站,,社区卫生站
北京市大兴区西红门镇团河村,大兴区,,24162065,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162065,北京市大兴区西红门镇团河社区卫生服务站,,社区卫生站
北京市大兴区黄村清澄南区3号楼西侧,大兴区,,24162048,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162048,大兴区城镇清澄名苑社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇灵秀山庄,大兴区,,24162047,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162047,北京市大兴区旧宫镇灵秀山庄社区卫生服务站,,社区卫生站
北京市大兴区黄村镇后辛庄村,大兴区,,24162066,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162066,北京市大兴区黄村镇后辛庄社区卫生服务站,,社区卫生站
北京市大兴区观音寺小区,大兴区,,24162012,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162012,北京市大兴区城镇观音寺社区卫生服务站,,社区卫生站
北京市大兴区兴华北路十段兴涛社区53号楼,大兴区,,24162015,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162015,北京市大兴区城镇兴涛社区卫生服务站,,社区卫生站
北京市大兴区东亚康和名居小区北门（清源西路马赛公馆2号楼底商）,大兴区,,24162019,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162019,北京市大兴区城镇马赛公馆社区卫生服务站,,社区卫生站
北京市大兴区富强西里停车站新建房,大兴区,,24162014,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162014,北京市大兴区城镇富强西里社区卫生服务站,,社区卫生站
北京市大兴区车站中里8号楼西侧,大兴区,,24162016,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162016,北京市大兴区城镇车站中里社区卫生服务站,,社区卫生站
北京市大兴区永华北里社区卫生服务站,大兴区,,24162017,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162017,北京市大兴区永华北里社区卫生服务站,,社区卫生站
北京市大兴区海子角西里物资局小区北侧,大兴区,,24162018,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162018,北京市大兴区城镇海子角社区卫生服务站,,社区卫生站
北京市大兴区旧宫东路74号,大兴区,,24162020,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162020,大兴区城镇清逸园社区卫生服务站,,社区卫生站
北京市大兴区西红门镇宏盛家园,大兴区,,24162022,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162022,北京市大兴区城镇宏盛社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇德茂小区,大兴区,,24162023,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162023,北京市大兴区德茂社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇红星楼小区,大兴区,,24162024,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162024,北京市大兴区红星楼社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇南街一村,大兴区,,24162028,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162028,北京市大兴区旧宫镇南街社区卫生服务站,,社区卫生站
北京市大兴区亦庄镇小康东里物业楼一层,大兴区,,24162030,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162030,北京市大兴区亦庄三羊社区卫生服务站,,社区卫生站
北京市大兴区黄村镇富强路20号,大兴区,,24162032,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162032,北京市大兴区兴丰街道社区卫生服务中心,,对外综合
北京市大兴区黄村镇新源时代小区内,大兴区,,24162025,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162025,北京市大兴区新源时代社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇成寿寺路南口路东，北京市大兴区旧宫镇三台山路南口临十八号院2栋,大兴区,,24159081,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159081,北京军联骨科医院,,对外专科
北京市大兴区西红门镇星光巷4号,大兴区,,24159076,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159076,北京同安骨科医院,,对外专科
北京市大兴区旧宫镇南场东街1号院12号楼,大兴区,,24159059,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159059,北京东方康美妇科医院,,对外专科
北京市大兴区车站北里43号楼北侧,大兴区,,24162003,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162003,北京市大兴区城镇车站北里社区卫生服务站,,社区卫生站
北京市大兴区庞各庄镇薛福路39号院1号楼3-6层,大兴区,,24159084,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159084,北京市大兴区康家乐老年病医院,,对外专科
北京市大兴区兴政东里11号楼西侧,大兴区,,24162004,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162004,北京市大兴区城镇兴政东里社区卫生服务站,,社区卫生站
北京市大兴区黄村西里60号楼北侧,大兴区,,24162002,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162002,北京市大兴区城镇黄村西里社区卫生服务站,,社区卫生站
北京市大兴区兴政西里团结巷路,大兴区,,24162005,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162005,北京市大兴区城镇兴政西里社区卫生服务站,,社区卫生站
北京市大兴区黄村丽源路,大兴区,,24162006,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162006,北京市大兴区城镇枣园社区卫生服务站,,社区卫生站
北京市大兴区兴丰南大街林校北里,大兴区,,24162007,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162007,北京市大兴区城镇林校北里社区卫生服务站,,社区卫生站
北京市大兴区郁花园小区（东区）,大兴区,,24162001,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162001,大兴区郁花园社区卫生服务站（东区）,,社区卫生站
北京市大兴区城镇滨河西里物业院内,大兴区,,24162010,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162010,大兴区城镇滨河西里社区卫生服务站,,社区卫生站
北京市大兴区工业开发区金苑路8号,大兴区,,24162008,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162008,北京市大兴区城镇福苑社区卫生服务站,,社区卫生站
北京市大兴区西红门镇同兴园,大兴区,,24162009,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162009,北京市大兴区城镇同兴园社区卫生服务站,,社区卫生站
北京市大兴区清源西里小区,大兴区,,24162011,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24162011,北京市大兴区城镇清源西里社区卫生服务站,,社区卫生站
北京市大兴区西红门镇金星路东5号,大兴区,,24151080,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24151080,北京万博脑康中医医院,,对外中医
北京市大兴区黄村镇兴丰大街三段56号、北京市大兴区枣园路242号院四层,大兴区,,24152001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24152001,北京市大兴区妇幼保健院,,对外专科
北京市大兴区枣园北里10号,大兴区,,24155077,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24155077,北京大兴兴业口腔医院,,对外专科
北京市大兴区亦庄镇成寿寺路2号,大兴区,,24151002,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24151002,北京普祥中医肿瘤医院,,对外中医
北京市大兴区黄村兴丰大街二段138号,大兴区,,24151001,三级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24151001,中国中医科学院广安门医院（南区）,,对外中医
北京市大兴区黄村镇车站南里,大兴区,,24154001,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24154001,北京市大兴区结核病预防控制中心,,对外专科
北京市大兴区黄良路口北侧；北京市大兴区礼贤镇大辛庄,大兴区,,24153001,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24153001,北京市大兴区心康医院,,对外专科
北京市大兴区黄村镇新安里S1号楼,大兴区,,24151083,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24151083,北京市大兴区福泰中医医院,,对外中医
北京市大兴区西红门镇育才路2号,大兴区,,24156078,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24156078,北京南郊肿瘤医院,,对外专科
北京市大兴区黄村镇孙村组团横三路西侧,大兴区,,24120025,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120025,北京市大兴区黄村镇孙村卫生院,,对外综合
北京市大兴区黄村镇孙村开发区横三路西侧,大兴区,,24159055,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159055,北京大兴兴和骨伤医院,,对外专科
北京市大兴区兴华大街（二段）1号,大兴区,,24131001,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24131001,北京印刷学院综合门诊部,,对内
北京市大兴区黄村镇双河南里甲15-10、11、12,大兴区,,24159057,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24159057,北京澳美佳妇科医院,,对外专科
北京市大兴区旧宫镇庑殿路32号,大兴区,,24120027,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120027,北京市大兴区旧宫镇社区卫生服务中心（北京市大兴区旧宫医院）,,对外综合
北京市大兴区黄村镇清源北路19号,大兴区,,24141001,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24141001,北京石油化工学院卫生所,,对内
北京市大兴区庞各庄镇定福庄村,大兴区,,24110161,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110161,北京市大兴区庞各庄镇定福庄社区卫生服务站,,社区卫生站
北京市大兴区青云店镇、大兴区青云店镇垡上村,大兴区,,24120003,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120003,北京市大兴区青云店镇中心卫生院,,对外综合
北京市大兴区庞各庄镇,大兴区,,24120001,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120001,北京市大兴区庞各庄镇中心卫生院,,对外综合
北京市大兴区礼贤镇西、大兴区礼贤镇大辛庄村,大兴区,,24120006,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120006,北京市大兴区礼贤镇中心卫生院,,对外综合
北京市大兴区榆垡镇榆垡路9号,大兴区,,24120002,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120002,北京市大兴区榆垡镇中心卫生院,,对外综合
北京市大兴区魏新街12号院北京市大兴区魏善庄镇半壁店村,大兴区,,24120005,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120005,北京市大兴区魏善庄镇社区卫生服务中心（北京市大兴区魏善庄镇中心卫生院）,,对外综合
北京市大兴区安定镇,大兴区,,24120007,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120007,北京市大兴区安定镇中心卫生院,,对外综合
北京市大兴区采育镇东二营村；北京市大兴区采育镇凤河营庙洼营村,大兴区,,24120008,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120008,北京市大兴区采育镇中心卫生院,,对外综合
北京市大兴区长子营镇长子营村,大兴区,,24120009,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120009,北京市大兴区长子营镇中心卫生院,,对外综合
北京市大兴区黄村镇狼垡二村　北京市大兴区黄村镇芦城西大街５３号,大兴区,,24120010,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120010,北京市大兴区黄村镇社区卫生服务中心（北京市大兴区黄村医院）,,对外综合
北京市大兴区西红门镇欣荣北大街28号,大兴区,,24120011,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120011,北京市大兴区西红门镇社区卫生服务中心（北京市大兴区西红门医院）,,对外综合
北京市大兴区北藏村镇罗奇营路29号,大兴区,,24120012,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120012,北京市大兴区北臧村镇中心卫生院,,对外综合
北京市大兴区亦庄镇政府南１００米　　北京市大兴区亦庄镇泰河园七里１２号楼,大兴区,,24120016,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120016,北京市大兴区亦庄镇社区卫生服务中心（北京市大兴区亦庄医院）,,对外综合
北京市大兴区瀛海镇瀛海路2号,大兴区,,24120015,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120015,北京市大兴区瀛海镇社区卫生服务中心（北京市大兴区瀛海镇中心卫生院）,,对外综合
北京市大兴区西红门镇,大兴区,,24120020,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24120020,北京市大兴区西红门镇金星卫生院,,对外综合
北京市大兴区黄村西大街26号、北京市大兴区黄村西大街27号,大兴区,,24110001,三级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110001,北京市大兴区人民医院,,对外综合
北京市大兴区瀛海镇中兴南路3号,大兴区,,24110003,三级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110003,北京市大兴区中西医结合医院,,对外中医
北京市大兴区芦城开发区北路6号,大兴区,,24100075,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24100075,北京市大兴区夕阳情老年公寓医务室,,对内
北京市大兴区魏善庄镇魏善庄村,大兴区,,24100074,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24100074,北京市大兴区颐乐养老院医务室,,对内
北京市大兴区北臧村镇北高各庄村,大兴区,,24100073,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24100073,北京市大兴区福提园养老院医务室,,对内
北京市大兴区黄村镇狼垡二村南工业园区亿发管委会西侧,大兴区,,24100158,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24100158,北京市大兴区金鹤老年护养院医务室,,对内
北京市大兴区兴丰大街一号,大兴区,,24110002,二级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110002,北京市仁和医院,,对外综合
北京市大兴区黄村镇兴丰大街89号,大兴区,,24110004,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110004,北京市大兴区祥医中健医院,,对外综合
北京市大兴区魏永路9号、北京市大兴区团河路33号,大兴区,,24110006,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110006,北京市利康医院,,对外综合
北京市大兴区青云店镇东店村,大兴区,,24110062,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110062,北京市大兴区青云店镇大东新村社区卫生服务站,,社区卫生站
北京市大兴区旧宫镇旧忠路西五条一号,大兴区,,24110063,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110063,北京育龙和谐医院,,对外综合
北京市大兴区枣园路29号院1号楼1-5层101,大兴区,,24110058,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110058,北京永林中西医结合医院,,对外中医
北京市大兴区旧宫镇旧桥路12号院21号楼；北京市大兴区旧宫镇旧忠路9号,大兴区,,24110085,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110085,北京市大兴区旧宫新苑社区卫生服务中心,,对外综合
北京市大兴区黄村镇双河南里甲15号楼1-3,大兴区,,24110152,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110152,北京中环医院,,对外综合
北京市大兴区庞各庄镇苗圃路51号院6号楼,大兴区,,24110157,一级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=24110157,北京市大兴区一福寿山福海中医医院,,对外中医
北京市通州区于家务回族乡北辛店村304号,通州区,,23162079,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=23162079,北京市通州区于家务回族乡北辛店村社区卫生服务站,,社区卫生站
北京市通州区漷县镇黄厂铺村371甲号,通州区,,23162082,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=23162082,北京市通州区漷县镇黄厂铺村社区卫生服务站,,社区卫生站
北京市通州区于家务回族乡渠头村,通州区,,23162080,未评级,http://fw.ybj.beijing.gov.cn/ddyy/ddyy/findByName?id=23162080,北京市通州区于家务回族乡渠头社区卫生服务站,,社区卫生站
